,NO,NO2,SO2
904.0cm-1,2.8487161235511525e+19,1.0639257424375574e+20,-1.3487973547926677e+20
905.0cm-1,4.589249898139677e+20,1.818861267577019e+21,-2.2777862573910668e+21
906.0cm-1,-2.2990826994024313e+19,5.470782556141204e+19,-3.1716998567387705e+19
907.0cm-1,1.4774089568223255e+20,6.61577528376409e+20,-8.09318424058661e+20
908.0cm-1,1.6317586935268555e+19,1.0827786331561335e+20,-1.2459545025088638e+20
909.0cm-1,-7.95264008955006e+19,1.4524804146693974e+20,-6.572164057143981e+19
910.0cm-1,-2.0779463610414468e+20,4.636162249790773e+20,-2.5582158887493786e+20
911.0cm-1,-8.417696122558023e+20,1.84413174045894e+21,-1.0023621282030695e+21
912.0cm-1,-1.610436119659828e+20,1.3086104750668313e+20,3.0182564459298726e+19
913.0cm-1,-1.6594697181124571e+19,8.156808485934573e+19,-6.4973387678221206e+19
914.0cm-1,4.600653444023083e+19,2.717676759707217e+20,-3.1777421041095685e+20
915.0cm-1,3.995337859525651e+20,5.64062301460555e+20,-9.635960874131102e+20
916.0cm-1,5.235028720379046e+19,1.0472497970852784e+20,-1.5707526691231652e+20
917.0cm-1,-9.408331274244394e+20,9.65219633456457e+20,-2.43865060320174e+19
918.0cm-1,-2.685467890356885e+19,1.6070346410514635e+20,-1.3384878520158165e+20
919.0cm-1,-5.274956742531087e+19,5.610830835840439e+20,-5.0833351615871176e+20
920.0cm-1,-1.5446960435015185e+20,1.1817668781478702e+21,-1.0272972737977217e+21
921.0cm-1,-4.788060986067253e+19,3.263099219161326e+20,-2.784293120554632e+20
922.0cm-1,2.3785927374861754e+19,1.3470389675038889e+20,-1.584898241252539e+20
923.0cm-1,1.897865425805712e+20,5.378755798224341e+20,-7.276621224030145e+20
924.0cm-1,3.0692734098281933e+18,7.2686772736996884e+19,-7.575604614682413e+19
925.0cm-1,-3.3078984687528274e+18,3.939891252375861e+19,-3.6091014055005176e+19
926.0cm-1,2.2625163824574166e+20,3.264689283783128e+20,-5.527205666240481e+20
927.0cm-1,-7.352280902080386e+19,2.4456653165090285e+20,-1.7104372263010838e+20
928.0cm-1,-6.870850024048336e+19,1.0222835732418001e+20,-3.351985708369697e+19
929.0cm-1,1.7681091401537903e+19,3.4715786691152806e+19,-5.239687809269196e+19
930.0cm-1,-1.6637507786061548e+19,5.632719041031731e+19,-3.968968262425685e+19
931.0cm-1,1.4473076400962803e+17,3.461831794214001e+19,-3.4763048706149573e+19
932.0cm-1,-1.8075197763401136e+19,1.6457212030243032e+20,-1.4649692253903043e+20
933.0cm-1,-1.0299102283346018e+20,1.4005918388727031e+20,-3.706816105381247e+19
934.0cm-1,6.202711313856281e+19,2.0621037331155386e+20,-2.682374864501151e+20
935.0cm-1,-3.872899060902074e+19,1.2340838833770132e+20,-8.467939772867985e+19
936.0cm-1,7.721755093615702e+18,5.7457924981882405e+19,-6.5179680075498316e+19
937.0cm-1,2.5913140144779103e+20,8.354622488067948e+20,-1.0945936502545697e+21
938.0cm-1,-1.182427293637316e+20,2.6364955534365485e+20,-1.4540682597992033e+20
939.0cm-1,-1.7203447639344133e+18,2.630473943978292e+20,-2.6132704963389057e+20
940.0cm-1,-2.4838838583062716e+19,1.794534917068076e+20,-1.546146531237445e+20
941.0cm-1,-3.8577015450109485e+19,1.1124747410150895e+20,-7.2670458651401e+19
942.0cm-1,-6.691210924366239e+19,8.749649702455466e+19,-2.058438778089097e+19
943.0cm-1,-4.679435802034307e+20,8.560324130620034e+20,-3.880888328585882e+20
944.0cm-1,5.458662630210939e+18,4.240717965991294e+20,-4.295304592293376e+20
945.0cm-1,-1.2020755189234545e+19,3.796001110597265e+19,-2.5939255916739867e+19
946.0cm-1,-4.799323192651e+19,1.004105233884143e+20,-5.241729146190308e+19
947.0cm-1,-1.1590636409594121e+20,1.0835584955475277e+20,7.55051454118724e+18
948.0cm-1,-7.940638457395659e+19,2.0081064894575192e+20,-1.2140426437179397e+20
949.0cm-1,-6.5376363730860966e+19,8.69908511969839e+19,-2.1614487466124055e+19
950.0cm-1,-1.7721593807454116e+19,7.163772011237659e+19,-5.391612630492221e+19
951.0cm-1,-1.3598765691084378e+19,8.996791873411675e+19,-7.636915304303473e+19
952.0cm-1,-1.09066348654957e+19,1.9098257910269893e+20,-1.8007594423720844e+20
953.0cm-1,-1.3088840492086152e+20,4.321441775072559e+20,-3.012557725863901e+20
954.0cm-1,2.0009110100283274e+20,1.3861144779170033e+21,-1.5862055789198128e+21
955.0cm-1,2.854618887592975e+19,7.32568883009428e+19,-1.0180307717687304e+20
956.0cm-1,-4.089193839246588e+19,1.189329469477503e+20,-7.804100855528764e+19
957.0cm-1,4.0063666140490514e+19,4.1392197281941166e+20,-4.539856389598969e+20
958.0cm-1,-3.120560412598801e+20,1.0678217788847852e+21,-7.557657376249009e+20
959.0cm-1,-8.506271695877526e+19,2.6674137224838434e+20,-1.816786552896075e+20
960.0cm-1,-1.0837618490602457e+20,1.8424141064495985e+20,-7.58652257389324e+19
961.0cm-1,1.0956527742436616e+20,1.657704645788205e+20,-2.753357420031857e+20
962.0cm-1,-8.499412147980336e+19,1.530045155121077e+20,-6.801039403230147e+19
963.0cm-1,-4.192665116894487e+19,1.4142040372063763e+20,-9.94937525516928e+19
964.0cm-1,1.0832447248513566e+20,8.723509180710303e+19,-1.955595642922403e+20
965.0cm-1,3.71935306084875e+19,1.06745468310455e+20,-1.4393899891893984e+20
966.0cm-1,-7.683049608775021e+19,2.8033260910579142e+20,-2.035021130180323e+20
967.0cm-1,-1.1743324193906216e+20,1.3178274797344475e+20,-1.4349506034380268e+19
968.0cm-1,-3.236550542818463e+19,1.21757323152897e+20,-8.939181772471329e+19
969.0cm-1,6.847469554169758e+19,1.1324965469405825e+20,-1.817243502357598e+20
970.0cm-1,-5.206615528298397e+20,1.2599853878221375e+21,-7.393238349922953e+20
971.0cm-1,-6.232723123830869e+19,1.53297870544375e+20,-9.09706393060637e+19
972.0cm-1,-5.440047434143289e+19,2.307162383022311e+20,-1.7631576396079438e+20
973.0cm-1,1.6952266298658728e+20,2.1540770814212945e+20,-3.849303711287167e+20
974.0cm-1,1.1165533397785965e+19,1.5037123586462027e+20,-1.615367692624046e+20
975.0cm-1,8.646023483799323e+19,1.8459410231905187e+20,-2.710543371570465e+20
976.0cm-1,-4.670182198545314e+19,2.0452658939293906e+20,-1.5782476740747844e+20
977.0cm-1,6.779577114087751e+19,2.4910079803519228e+20,-3.168965691760709e+20
978.0cm-1,-4.649649201663874e+19,3.5298715169627406e+20,-3.064906596796301e+20
979.0cm-1,-9.7733432451162e+19,2.2140832855269235e+20,-1.2367489610153999e+20
980.0cm-1,7.405186184150915e+19,4.53041262764231e+20,-5.2709312460574104e+20
981.0cm-1,-5.11959099680602e+19,1.8214684708317826e+20,-1.309509371151206e+20
982.0cm-1,-3.9669876156145245e+20,3.597423490437021e+20,3.695641251774282e+19
983.0cm-1,5.318736465718276e+19,4.9691880113481646e+20,-5.501061657920012e+20
984.0cm-1,-5.806752787135015e+18,3.540255328947284e+20,-3.482187801076063e+20
985.0cm-1,1.3059056486096542e+20,1.9218895145909446e+20,-3.22779516320067e+20
986.0cm-1,-7.916923473899783e+18,2.8101411222419928e+20,-2.7309718875029458e+20
987.0cm-1,-9.415479690944068e+19,3.606007142746588e+20,-2.6644591736520553e+20
988.0cm-1,-5.419553820739751e+20,1.0160166582910887e+21,-4.740612762171169e+20
989.0cm-1,4.455275760425948e+19,2.5168801335004905e+20,-2.962407709543142e+20
990.0cm-1,-2.242455508451253e+20,4.1944261977674836e+20,-1.9519706893161293e+20
991.0cm-1,7.165890802034287e+19,4.059353816501633e+20,-4.775942896705051e+20
992.0cm-1,-2.8038685890600105e+20,3.155362311123135e+20,-3.5149372206307803e+19
993.0cm-1,-8.733293938379594e+19,5.2288918640110364e+20,-4.355562470173098e+20
994.0cm-1,-7.967185763512741e+19,4.798735534891816e+20,-4.0020169585405126e+20
995.0cm-1,9.812618633620917e+19,4.99321247675099e+20,-5.974474340113027e+20
996.0cm-1,-7.316389975277101e+20,8.025340326157795e+20,-7.089503508804096e+19
997.0cm-1,-4.98858468395913e+20,8.388160100490849e+20,-3.3995754165316826e+20
998.0cm-1,-5.654494401412166e+20,9.81675233280041e+20,-4.162257931388422e+20
999.0cm-1,2.672910987472935e+20,1.0294703894614825e+21,-1.2967614882087856e+21
1000.0cm-1,-7.526391048889577e+19,1.18430148801604e+21,-1.1090375775271852e+21
1001.0cm-1,-2.107745913450462e+20,9.708673016074923e+20,-7.600927102624343e+20
1002.0cm-1,-5.971948481979573e+20,7.262101157284227e+20,-1.2901526753052267e+20
1003.0cm-1,-1.197452261409871e+21,1.8100628949290878e+21,-6.1261063351917e+20
1004.0cm-1,-4.133564389130159e+20,1.095857106617927e+21,-6.825006677048943e+20
1005.0cm-1,6.04485340931411e+20,7.732642275250387e+20,-1.377749568456458e+21
1006.0cm-1,-8.368764105703311e+20,7.406891547218838e+20,9.618725584844027e+19
1007.0cm-1,-3.175514938629008e+20,9.577620499539743e+20,-6.402105560910931e+20
1008.0cm-1,-2.570925287331617e+20,1.3644985471870076e+21,-1.107406018453846e+21
1009.0cm-1,-1.5995125005800512e+20,1.1689404885523787e+21,-1.0089892384943714e+21
1010.0cm-1,2.3160494749094127e+20,1.4411202245126689e+21,-1.672725172003592e+21
1011.0cm-1,-8.546499481909843e+19,1.6354376484865562e+21,-1.5499726536674682e+21
1012.0cm-1,9.12283338846331e+18,1.1855652989530876e+21,-1.1946881323415406e+21
1013.0cm-1,-5.4098155034933546e+20,1.5793084068072915e+21,-1.0383268564578944e+21
1014.0cm-1,-1.514489910180085e+21,1.6847543963473137e+21,-1.702644861672392e+20
1015.0cm-1,3.3494272431464527e+20,1.392363929757615e+21,-1.7273066540722613e+21
1016.0cm-1,6.641689530984713e+20,1.4506617480796205e+21,-2.1148307011780537e+21
1017.0cm-1,-1.3436185079604804e+21,2.0746455310914864e+21,-7.310270231310297e+20
1018.0cm-1,1.2809911059063856e+20,1.1713172256892188e+21,-1.2994163362798586e+21
1019.0cm-1,-3.973020044134357e+20,1.3978778780521029e+21,-1.0005758736386362e+21
1020.0cm-1,-2.968683470061012e+20,1.2281506838539175e+21,-9.312823368478008e+20
1021.0cm-1,-5.862177733968471e+20,1.0920220878144736e+21,-5.0580431441765047e+20
1022.0cm-1,2.3217490569949082e+20,1.2655622937709117e+21,-1.497737199470392e+21
1023.0cm-1,-2.9609041784861486e+21,2.1813260692298077e+21,7.795781092563558e+20
1024.0cm-1,-1.9416111417869208e+21,2.3090153198078476e+21,-3.67404178020868e+20
1025.0cm-1,-5.4805839872180696e+20,1.5805648324143132e+21,-1.0325064336925131e+21
1026.0cm-1,3.107354142567105e+20,1.2901010863947425e+21,-1.600836500651431e+21
1027.0cm-1,-9.797352519436712e+20,1.9146869003845663e+21,-9.349516484408574e+20
1028.0cm-1,-5.978228283488575e+20,1.5792269019967322e+21,-9.81404073647831e+20
1029.0cm-1,-6.602349462726463e+20,1.278211096749511e+21,-6.17976150476849e+20
1030.0cm-1,-1.5694623646257067e+21,1.8887829333485423e+21,-3.1932056872281965e+20
1031.0cm-1,-1.131892689148004e+21,1.4631070461142103e+21,-3.312143569662317e+20
1032.0cm-1,-3.273384582615656e+20,1.8165705237122326e+21,-1.4892320654506512e+21
1033.0cm-1,-4.3789619642989517e+21,-1.3180872086194717e+20,4.5107706851608914e+21
1034.0cm-1,1.5442631590047213e+20,1.1239177677971813e+21,-1.2783440836976671e+21
1035.0cm-1,-5.866096488985698e+21,1.701434406257345e+21,4.1646620827283174e+21
1036.0cm-1,-5.712503752919916e+21,1.0497838549948392e+21,4.6627198979250077e+21
1037.0cm-1,-1.480971568021295e+20,1.6795014644307316e+21,-1.531404307628594e+21
1038.0cm-1,-1.2726128136123387e+20,1.9744694942575042e+21,-1.8472082128962619e+21
1039.0cm-1,-2.236820479889088e+21,-2.9306532345690255e+19,2.266127012234781e+21
1040.0cm-1,-1.294024078741937e+21,2.0258277157447842e+21,-7.318036370028845e+20
1041.0cm-1,1.9014953939341096e+20,1.5149553543570234e+21,-1.7051048937504548e+21
1042.0cm-1,-6.318116790161348e+20,-1.518360513825793e+20,7.836477303987128e+20
1043.0cm-1,-7.087549811008467e+20,1.4390133329267602e+21,-7.302583518258852e+20
1044.0cm-1,-4.4068793110256124e+20,1.4435275218260334e+21,-1.0028395907234308e+21
1045.0cm-1,-1.0950885564908322e+21,1.6998578671539415e+21,-6.047693106631218e+20
1046.0cm-1,7.302030815838917e+20,1.4185059835660788e+21,-2.1487090651499638e+21
1047.0cm-1,-8.816868898425339e+20,2.2240840256184902e+21,-1.3423971357758655e+21
1048.0cm-1,-3.2361735609710433e+21,1.5306571208780562e+21,1.7055164400930133e+21
1049.0cm-1,-8.013049047589092e+20,1.4794540176783523e+21,-6.7814911291944e+20
1050.0cm-1,-4.072174054677694e+20,1.4324456725025797e+21,-1.0252282670348042e+21
1051.0cm-1,-5.20827675732927e+21,1.9482117807050465e+21,3.2600649766242133e+21
1052.0cm-1,-1.435233300539311e+21,1.9910081903903315e+21,-5.557748898510233e+20
1053.0cm-1,-3.144618063750023e+20,1.6563032347533055e+21,-1.3418414283783073e+21
1054.0cm-1,-6.546651344306076e+20,1.8300180006890714e+21,-1.1753528662584416e+21
1055.0cm-1,-4.162771911386203e+19,-1.1556521812405539e+19,5.31842409262675e+19
1056.0cm-1,-7.230508401563703e+21,9.324410004022476e+20,6.29806740116138e+21
1057.0cm-1,-2.7769131268857007e+20,-8.991348982460786e+19,3.676048025131772e+20
1058.0cm-1,-4.6916568448833694e+21,3.2965285732104174e+21,1.3951282716730516e+21
1059.0cm-1,-6.740541123139511e+20,1.545145158176246e+21,-8.710910458623019e+20
1060.0cm-1,-1.3952855068289068e+21,1.8619045176232103e+21,-4.666190107942735e+20
1061.0cm-1,-8.309518001408476e+20,1.8072535167718685e+21,-9.763017166310149e+20
1062.0cm-1,-9.126192909488706e+20,-1.703786600201663e+20,1.0829979509690323e+21
1063.0cm-1,9.845879765825116e+20,1.415054322769872e+21,-2.3996422993523995e+21
1064.0cm-1,-5.340040289392692e+20,2.0666959043828622e+21,-1.532691875443537e+21
1065.0cm-1,1.5894839801628913e+21,1.57275756046009e+21,-3.1622415406229923e+21
1066.0cm-1,2.3416011811892737e+20,1.3772621984327493e+21,-1.6114223165516695e+21
1067.0cm-1,-3.5828365490622547e+21,2.439475798792161e+21,1.143360750270188e+21
1068.0cm-1,8.790349208783074e+20,1.1973925680097274e+21,-2.0764274888880195e+21
1069.0cm-1,-1.2919343059236e+21,2.7289140970418204e+21,-1.4369797911181855e+21
1070.0cm-1,-2.2725884658127298e+21,2.342704507452469e+21,-7.011604163971333e+19
1071.0cm-1,-1.6713451117120253e+21,-2.4596473936549744e+20,1.917309851077516e+21
1072.0cm-1,-1.4421164496832084e+20,1.575418095540376e+21,-1.4312064505720828e+21
1073.0cm-1,-1.8278637229017095e+21,1.7876244470899474e+21,4.023927581177389e+19
1074.0cm-1,-1.9855941292850151e+21,-3.028629282397593e+20,2.2884570575247652e+21
1075.0cm-1,2.4999417163696157e+20,1.7125609203948962e+21,-1.9625550920318056e+21
1076.0cm-1,-1.3577809026958762e+21,2.1388169525489083e+21,-7.810360498530297e+20
1077.0cm-1,-1.7340043496827335e+20,1.1406172774191576e+21,-9.672168424509212e+20
1078.0cm-1,1.3253403979410042e+20,2.1170915469469341e+21,-2.2496255867409707e+21
1079.0cm-1,3.999808347340366e+20,1.4811990285238668e+21,-1.8811798632579245e+21
1080.0cm-1,-3.081113730013877e+20,1.9722159210402865e+21,-1.664104548038839e+21
1081.0cm-1,-2.878947004737481e+21,2.807043869700462e+21,7.1903135037010035e+19
1082.0cm-1,-3.0673461333996334e+21,-1.7124648472283664e+20,3.238592618122481e+21
1083.0cm-1,-1.331885790684945e+21,2.1550746970483694e+21,-8.23188906363444e+20
1084.0cm-1,-3.095573178086089e+18,-6.987997754849318e+17,3.7943729535710157e+18
1085.0cm-1,-3.381916880546978e+21,-6.77749205370789e+19,3.449691801084057e+21
1086.0cm-1,-1.594435014975443e+21,-1.8307330801435224e+20,1.777508322989788e+21
1087.0cm-1,-1.4265289129985104e+21,2.478000940898774e+21,-1.0514720279002658e+21
1088.0cm-1,1.0641524852296509e+21,1.3774222789033352e+21,-2.441574764133028e+21
1089.0cm-1,-1.4954465024208654e+20,-3.4926621510906827e+19,1.8447127175299406e+20
1090.0cm-1,-1.9869302856342538e+21,-2.8724678042126438e+20,2.2741770660555147e+21
1091.0cm-1,-3.1990714685988877e+21,-2.780148359191865e+20,3.4770863045180795e+21
1092.0cm-1,-1.2689623111193772e+19,-3.059141316441645e+18,1.5748764427635468e+19
1093.0cm-1,-3.37632496255806e+18,-1.0242922061239423e+18,4.4006171686819927e+18
1094.0cm-1,-1.772030830769798e+21,2.576611435027077e+21,-8.045806042572608e+20
1095.0cm-1,-6.306576338218809e+21,-6.269203796935331e+20,6.933496717912404e+21
1096.0cm-1,-9.326115030735624e+21,2.6301865106222466e+21,6.695928520113399e+21
1097.0cm-1,-3.55160308855701e+20,1.8934016309164088e+21,-1.5382413220607e+21
1098.0cm-1,-5.096451978331992e+20,2.803385795978519e+21,-2.293740598145255e+21
1099.0cm-1,-3.048686758369204e+20,-5.8480781724257526e+19,3.633494575611787e+20
1100.0cm-1,-1.733884167197535e+21,1.6920191350227814e+21,4.1865032174756045e+19
1101.0cm-1,-1.0104475828933287e+21,-1.0224377163963176e+20,1.1126913545329666e+21
1102.0cm-1,-6.134183212467677e+21,3.0385582183241115e+21,3.095624994143554e+21
1103.0cm-1,-3.792908380483408e+19,-7.024959872085672e+18,4.495404367691975e+19
1104.0cm-1,-2.8852241627859675e+20,-8.616286810934705e+19,3.746852843879409e+20
1105.0cm-1,-1.5996696872436004e+20,-4.130388914282764e+19,2.012708578671873e+20
1106.0cm-1,-1.74514044303259e+21,2.91803460631943e+21,-1.172894163286856e+21
1107.0cm-1,-7.283612679055707e+20,-2.7174701437888607e+20,1.0001082822844598e+21
1108.0cm-1,-3.9502126188518236e+21,-5.6521286061775264e+20,4.5154254794695503e+21
1109.0cm-1,-9.940279046426771e+20,-1.9135492331467398e+20,1.1853828279573553e+21
1110.0cm-1,-1.2657291290956995e+22,4.3302948309932474e+20,1.2224261807857566e+22
1111.0cm-1,-2.2889893227816305e+20,-3.3745054220088127e+19,2.6264398649825142e+20
1112.0cm-1,2.506831802855989e+20,2.635763151716854e+21,-2.886446332002465e+21
1113.0cm-1,-3.9638870960133416e+21,2.63350336820624e+21,1.330383727807181e+21
1114.0cm-1,-5.111210973918336e+18,-1.6771354018333647e+18,6.788346375751714e+18
1115.0cm-1,-1.831282908419854e+21,2.0623770874947832e+21,-2.310941790749995e+20
1116.0cm-1,-1.2388592294035202e+21,2.964936501368805e+21,-1.726077271965324e+21
1117.0cm-1,-7.933255732891466e+21,1.182636775032751e+21,6.750618957858573e+21
1118.0cm-1,-2.6061980079499903e+21,-6.064382069340927e+20,3.212636214884074e+21
1119.0cm-1,-3.867821854313168e+20,-1.4010477923761696e+20,5.2688696466893387e+20
1120.0cm-1,-5.919564690180919e+21,4.5720774254234976e+21,1.3474872647574293e+21
1121.0cm-1,-1.2338896569709872e+21,-2.829353381992995e+20,1.5168249951702842e+21
1122.0cm-1,-5.706981032457325e+20,-1.9532296893159902e+20,7.660210721773326e+20
1123.0cm-1,-1.0369414497282312e+19,-3.53591309454175e+18,1.3905327591824048e+19
1124.0cm-1,-8.919806373834255e+21,2.2417021790099112e+20,8.695636155933383e+21
1125.0cm-1,4.733138928754578e+21,1.2026351124572505e+21,-5.935774041211794e+21
1126.0cm-1,-1.3318058667821838e+22,7.378266778316459e+20,1.2580231989990298e+22
1127.0cm-1,-1.4291657040306088e+20,-4.0447122994100855e+19,1.8336369339716216e+20
1128.0cm-1,-1.40354111953994e+19,-3.066598800925078e+18,1.710200999632452e+19
1129.0cm-1,-4.2454168919772706e+21,3.193970349087074e+21,1.0514465428900799e+21
1130.0cm-1,-5.950749185350807e+18,-1.6011956385710991e+18,7.551944823921891e+18
1131.0cm-1,-1.1267738597044743e+22,-8.989116190866803e+20,1.2166650216131485e+22
1132.0cm-1,-3.946464022840763e+20,-1.0879678203516641e+20,5.034431843192445e+20
1133.0cm-1,-1.380697200446382e+21,-2.8232085632119813e+20,1.6630180567675825e+21
1134.0cm-1,-1.4416172191479405e+21,-1.615583456554921e+20,1.6031755648034346e+21
1135.0cm-1,-2.381564867063664e+20,-3.364366397436086e+19,2.7180015068072762e+20
1136.0cm-1,-1.2624960689021936e+22,-9.3413797711899e+20,1.35590986661408e+22
1137.0cm-1,-3.5479259082870194e+19,-9.543259555197704e+18,4.5022518638068015e+19
1138.0cm-1,-1.7173512909887196e+20,-4.656002473105357e+19,2.1829515382992585e+20
1139.0cm-1,-2.830689199505681e+21,-4.7467818564224254e+20,3.3053673851479245e+21
1140.0cm-1,-1.5474308781044436e+22,1.0438845251961966e+21,1.4430424255848126e+22
1141.0cm-1,-5.83643749916511e+17,-1.5295488902912077e+17,7.365986389456319e+17
1142.0cm-1,-3.892538282409574e+21,3.7541715429218195e+21,1.3836673948772524e+20
1143.0cm-1,-3.435278278163668e+18,-8.442745740254726e+17,4.279552852189151e+18
1144.0cm-1,-3.805424236407317e+20,-7.85644542456293e+19,4.591068778863626e+20
1145.0cm-1,-6.737001845038972e+20,-1.5092007964957783e+20,8.246202641534804e+20
1146.0cm-1,-1.3142541912092284e+20,-2.2731085026003755e+19,1.54156504146927e+20
1147.0cm-1,-4.502468940641964e+18,-2.0562113367075016e+18,6.558680277349445e+18
1148.0cm-1,-1.3724085078110075e+22,-3.8717719507474016e+20,1.4111262273184895e+22
1149.0cm-1,-5.796302845700355e+21,-1.166789887439431e+21,6.963092733139757e+21
1150.0cm-1,-3.21171813543002e+19,-7.513383139969421e+18,3.963056449426968e+19
1151.0cm-1,-6.0822567974948e+19,-1.554999680375074e+19,7.637256477869867e+19
1152.0cm-1,-1.4031736159528695e+21,4.02525713749799e+21,-2.6220835215450765e+21
1153.0cm-1,-8.823555500906068e+21,-1.0541667647619874e+21,9.877722265668022e+21
1154.0cm-1,-8.365869165082139e+19,-1.828834016136348e+19,1.0194703181218488e+20
1155.0cm-1,-1.0573447033159076e+22,2.092193590596113e+20,1.036422767409946e+22
